date,Federal Funds Rate,GDP,CPI,Non-Farm Employment,Unemployment Rate
1950-01-01,0.0921369125587203,0.9607684197181438,-2.127120708565742,-0.5407058042734613,0.575716834523998
1950-02-01,-0.0424562338786969,0.2854532696819926,1.069193782115537,-1.6836193851070982,0.5189734800788905
1950-03-01,-0.0096065795814593,-0.1812462637400269,-0.14971238973867,1.7866245745919012,0.4622301256337824
1950-04-01,0.1401148464288224,-0.6427406000076011,-0.8231832066813045,0.990567542410405,0.1785133534082437
1950-05-01,-0.0394678930820936,1.878969865395636,0.9171296637690104,0.0505421453558813,0.0082832900729206
1950-06-01,-0.2116867192354651,1.641234926258173,0.0837390209538716,0.2488619486666645,-0.0484600643721868
1950-07-01,0.0372715410216824,1.4219666428216442,1.0420150576556226,0.3315144156817913,-0.275433482152618
1950-08-01,-0.24152029659599,-0.6777114180082248,-0.669780935717238,1.4734678394253131,-0.5591502543781568
1950-09-01,0.0422004183056619,-0.6256084937941074,-0.9041493153276412,-0.3590820421670009,-0.6158936088232643
1950-10-01,0.1188881239819932,-0.5741299459187247,-0.3605222616533092,-0.1734355471144464,-0.7293803177134799
1950-11-01,0.1195118048176972,1.000285814017787,-1.2534784090050823,-0.8965065569157927,-0.7293803177134799
1950-12-01,-0.0071850187826017,1.2950138113951442,3.520172992627305,-0.7036375210701461,-0.6726369632683723
1951-01-01,0.0921369125587203,1.5826358741626263,3.8485705960230447,0.7342653572459112,-1.0130970899390186
1951-02-01,-0.0424562338786969,-0.7839281771461396,4.86040835049162,0.4177078330506267,-1.183327153274342
1951-03-01,-0.0096065795814593,-0.5585951435939543,-1.413831015495392,0.5264657465574175,-1.183327153274342
1951-04-01,0.1401148464288224,-0.3368301421720167,-1.6429289634703357,-0.1789909813891103,-1.353557216609665
1951-05-01,-0.0394678930820936,-0.6689760870396119,-1.153703140350716,-0.1693827091082128,-1.410300571054773
1951-06-01,-0.2116867192354651,-0.2970491680843847,-3.3888851005032463,-0.098204562576006,-1.2968138621645573
1951-07-01,0.0372715410216824,0.077689722218853,-2.025494226992544,-0.3693397897945046,-1.353557216609665
1951-08-01,-0.24152029659599,-0.2482098060471312,-1.9445967569967333,-0.5959997482036744,-1.353557216609665
1951-09-01,0.0422004183056619,-0.0459460807560699,1.8562907439026668,-0.4312286589862159,-1.2400705077194498
1951-10-01,0.1188881239819932,0.1544051909146101,1.4687282169055298,-0.0231091476517578,-1.1265837988292342
1951-11-01,0.1195118048176972,-0.2218773425672467,2.087357580908511,0.2317283264466819,-1.1265837988292342
1951-12-01,-0.0071850187826017,-0.1838283454332618,1.7492239218124186,0.461170601009237,-1.353557216609665
1952-01-01,0.0921369125587203,-0.146360783626949,-1.3316401045971291,-0.1178417468473878,-1.2968138621645573
1952-02-01,-0.0424562338786969,-0.9067368843024768,-1.782548615308572,0.716948475366926,-1.353557216609665
1952-03-01,-0.0096065795814593,-1.097581464987998,-1.159702583220961,-0.4825406899376208,-1.4670439254998806
1952-04-01,0.1401148464288224,-1.2851166690333498,0.3964580384972845,0.289973735654721,-1.4670439254998806
1952-05-01,-0.0394678930820936,-0.0518548439474495,-0.3918583188983283,-0.509033480863706,-1.410300571054773
1952-06-01,-0.2116867192354651,-0.1307160805268701,0.3330223039251669,-1.9561296938277972,-1.410300571054773
1952-07-01,0.0372715410216824,-0.1987750091613345,2.1264820496471364,-1.0568666615986424,-1.2968138621645573
1952-08-01,-0.24152029659599,1.9264876594480735,-0.1058699088538897,2.246102875135456,-1.183327153274342
1952-09-01,0.0422004183056619,1.832289884508591,-1.393273951756296,0.9153986945646756,-1.353557216609665
1952-10-01,0.1188881239819932,1.7392354269178234,0.7128597875466168,0.4350037801463465,-1.410300571054773
1952-11-01,0.1195118048176972,-0.122068593820563,-0.0988659031287739,0.1671874253190755,-1.5237872799449883
1952-12-01,-0.0071850187826017,0.0702077561734414,0.0859429036468957,0.6206554932060533,-1.580530634390096
1953-01-01,0.0921369125587203,0.2613154887280705,-1.4332860218765933,-0.7897004777345868,-1.4670439254998806
1953-02-01,-0.0424562338786969,-0.3163386102185399,-1.0460212065499572,0.1263556317247156,-1.6372739888352037
1953-03-01,-0.0096065795814593,0.1597948487368083,0.4694346643686514,0.0230964401767468,-1.6372739888352037
1953-04-01,0.1401148464288224,0.6326076132313798,0.6396221609917923,-0.0764224406386139,-1.580530634390096
1953-05-01,-0.0394678930820936,-0.6625746520994718,-0.0716607597443634,-0.0022006024250659,-1.6940173432803116
1953-06-01,-0.2116867192354651,-0.4535519580485895,0.6754453267630197,0.0874905193141249,-1.6940173432803116
1953-07-01,0.0372715410216824,-0.2357570123467991,0.0516013469595535,0.2638638245599057,-1.6372739888352037
1953-08-01,-0.24152029659599,-1.2379502975819368,0.4641012978176977,-0.0258591719914805,-1.580530634390096
1953-09-01,0.0422004183056619,-1.1580871769417946,-0.0006346285132714,-0.0559460613124729,-1.4670439254998806
1953-10-01,0.1188881239819932,-1.0787811308960158,0.7064558775102967,-0.0729439348318848,-1.353557216609665
1953-11-01,0.1195118048176972,0.1335620348676296,-1.6209751135896953,-0.8504490884893743,-1.1265837988292342
1953-12-01,-0.0071850187826017,0.0158336444022012,0.1322600625742669,-0.2903746322497786,-0.5591502543781568
1954-01-01,0.0921369125587203,-0.1016759663069419,0.8383650524749293,-0.3527469199604665,-0.3321768365977256
1954-02-01,-0.1788068768775968,0.1849773080836634,0.655426967788924,0.2192969806574361,-0.1619467732624024
1954-03-01,-0.2399183414516086,-0.137961639148637,-0.7718274312973737,-0.4104569121991556,0.1217699989631362
