Federal Funds Rate,GDP,CPI,Non-Farm Employment,Unemployment Rate,date
0.11,18135.613999999998,235.342,140829,5.5,2015-02-01
0.11,18207.699,235.976,140924,5.4,2015-03-01
0.12,18279.784,236.222,141202,5.4,2015-04-01
0.12,18320.398,237.001,141540,5.6,2015-05-01
0.13,18361.012,237.657,141695,5.3,2015-06-01
0.13,18401.626,238.034,141989,5.2,2015-07-01
0.14,18412.796333333332,238.033,142130,5.1,2015-08-01
0.14,18423.966666666667,237.498,142265,5.0,2015-09-01
0.12,18435.137,237.733,142585,5.0,2015-10-01
0.12,18465.40233333333,238.017,142810,5.1,2015-11-01
0.24,18495.667666666668,237.761,143083,5.0,2015-12-01
0.34,18525.933,237.652,143198,4.8,2016-01-01
0.38,18587.856,237.336,143410,4.9,2016-02-01
0.36,18649.779000000002,238.08,143666,5.0,2016-03-01
0.37,18711.702,238.992,143856,5.1,2016-04-01
0.37,18772.014333333333,239.557,143901,4.8,2016-05-01
0.38,18832.326666666668,240.222,144152,4.9,2016-06-01
0.39,18892.639,240.101,144515,4.8,2016-07-01
0.4,18958.219,240.545,144664,4.9,2016-08-01
0.4,19023.799,241.176,144961,5.0,2016-09-01
0.4,19089.379,241.741,145069,4.9,2016-10-01
0.41,19152.947333333334,242.026,145189,4.7,2016-11-01
0.54,19216.515666666666,242.637,145408,4.7,2016-12-01
0.65,19280.084,243.618,145639,4.7,2017-01-01
0.66,19332.936999999998,244.006,145845,4.6,2017-02-01
0.79,19385.79,243.892,145975,4.4,2017-03-01
0.9,19438.643,244.193,146172,4.4,2017-04-01
0.91,19523.29366666667,244.004,146389,4.4,2017-05-01
1.04,19607.944333333333,244.163,146588,4.3,2017-06-01
1.15,19692.595,244.243,146772,4.3,2017-07-01
1.16,19807.426,245.183,146907,4.4,2017-08-01
1.15,19922.257,246.435,146999,4.3,2017-09-01
1.15,20037.088,246.626,147147,4.2,2017-10-01
1.16,20134.243,247.284,147377,4.2,2017-11-01
1.3,20231.398,247.805,147521,4.1,2017-12-01
1.41,20328.553,248.859,147670,4.0,2018-01-01
1.42,20412.672666666665,249.529,148058,4.1,2018-02-01
1.51,20496.792333333335,249.577,148281,4.0,2018-03-01
1.69,20580.912,250.227,148426,4.0,2018-04-01
1.7,20653.518,250.792,148755,3.8,2018-05-01
1.82,20726.124,251.018,148966,4.0,2018-06-01
1.91,20798.73,251.214,149022,3.8,2018-07-01
1.91,20838.442333333332,251.663,149272,3.8,2018-08-01
1.95,20878.154666666665,252.182,149361,3.7,2018-09-01
2.19,20917.867,252.772,149526,3.8,2018-10-01
2.2,20979.955666666665,252.594,149622,3.8,2018-11-01
2.27,21042.044333333335,252.767,149805,3.9,2018-12-01
2.4,21104.133,252.718,150114,4.0,2019-01-01
2.4,21197.680333333334,253.322,150092,3.8,2019-02-01
2.41,21291.22766666667,254.202,150320,3.8,2019-03-01
2.42,21384.775,255.211,150563,3.7,2019-04-01
2.39,21487.944,255.29,150630,3.6,2019-05-01
2.38,21591.113,255.159,150797,3.6,2019-06-01
2.4,21694.282,255.685,150879,3.7,2019-07-01
2.13,21763.65133333333,256.059,151111,3.6,2019-08-01
2.04,21833.020666666667,256.511,151318,3.5,2019-09-01
1.83,21902.39,257.244,151447,3.6,2019-10-01
1.55,21837.097666666665,257.803,151662,3.6,2019-11-01
1.55,21771.805333333334,258.616,151764,3.6,2019-12-01
1.55,21706.513,259.037,152098,3.6,2020-01-01
1.58,21108.722999999998,259.248,152371,3.5,2020-02-01
0.65,20510.933,258.124,150944,4.4,2020-03-01
0.05,19913.143,256.092,130430,14.8,2020-04-01
0.05,20491.308666666668,255.868,133055,13.2,2020-05-01
0.08,21069.47433333333,256.986,137620,11.0,2020-06-01
0.09,21647.64,258.278,139064,10.2,2020-07-01
0.1,21773.260666666665,259.411,140799,8.4,2020-08-01
0.09,21898.881333333335,260.029,141760,7.8,2020-09-01
0.09,22024.502,260.286,142479,6.8,2020-10-01
0.09,22216.396333333334,260.813,142743,6.7,2020-11-01
0.09,22408.290666666668,262.035,142475,6.7,2020-12-01
0.09,22600.185,262.65,142969,6.4,2021-01-01
0.08,22830.910666666667,263.638,143544,6.2,2021-02-01
0.07,23061.636333333336,264.914,144328,6.1,2021-03-01
0.07,23292.362,266.67,144614,6.1,2021-04-01
0.06,23471.232333333333,268.444,145096,5.8,2021-05-01
0.08,23650.10266666667,270.559,145789,5.9,2021-06-01
0.1,23828.973,271.764,146558,5.4,2021-07-01
0.09,24104.183,272.87,147221,5.1,2021-08-01
0.08,24379.393,274.028,147778,4.7,2021-09-01
0.08,24654.603,276.522,148559,4.5,2021-10-01
0.08,24779.440666666665,278.711,149173,4.1,2021-11-01
0.08,24904.278333333335,280.887,149742,3.9,2021-12-01
0.08,25029.116,282.599,150106,4.0,2022-01-01
0.08,25200.835000000003,284.61,151010,3.8,2022-02-01
0.2,25372.554,287.472,151424,3.6,2022-03-01
0.33,25544.273,288.611,151678,3.7,2022-04-01
0.77,25694.395,291.268,152042,3.6,2022-05-01
1.21,25844.517,294.728,152412,3.6,2022-06-01
1.68,25994.639,294.628,152980,3.5,2022-07-01
2.33,26132.560999999998,295.32,153332,3.6,2022-08-01
2.56,26270.483,296.539,153682,3.5,2022-09-01
3.08,26408.405,297.987,154006,3.6,2022-10-01
3.78,26543.47033333333,298.598,154296,3.6,2022-11-01
4.1,26678.535666666667,298.99,154535,3.5,2022-12-01
4.33,26813.601,300.536,155007,3.4,2023-01-01
4.57,26896.737999999998,301.648,155255,3.6,2023-02-01
4.65,26979.875,301.808,155472,3.5,2023-03-01
4.83,27063.012,302.918,155689,3.4,2023-04-01
5.06,27245.384,303.294,155970,3.7,2023-05-01
5.08,27427.756,303.841,156075,3.6,2023-06-01
5.12,27610.128,304.348,156311,3.5,2023-07-01
5.33,27719.695666666667,306.269,156476,3.8,2023-08-01
5.33,27829.263333333332,307.481,156738,3.8,2023-09-01
5.33,27938.831,307.619,156843,3.8,2023-10-01
5.33,27938.831,307.917,157016,3.7,2023-11-01
5.33,27938.831,308.85,157232,3.7,2023-12-01
