date,Federal Funds Rate,GDP,CPI,Non-Farm Employment,Unemployment Rate
1980-05-01,0.5913619405521292,0.494606383385346,0.5564344967963976,0.7533379698977395,0.4065040650406504
1980-06-01,0.6848661567517252,0.4838662097662252,0.5359931545311375,0.7599130328580705,0.41463414634146334
1980-07-01,0.7262875666620292,0.4738894128928158,0.2829356359159205,0.7665465164542294,0.43089430894308944
1980-08-01,0.7531054898261241,0.6196061877170348,0.490529402922621,0.79501044531544,0.4227642276422764
1980-09-01,0.7915112873395648,0.6117325811020515,0.5313251679092013,0.790280845133936,0.4065040650406504
1980-10-01,0.8113301934552561,0.6039841955040983,0.6033426324855633,0.798754150039201,0.4065040650406504
1980-11-01,0.8180316607872576,0.6085205717109772,0.6596238295368473,0.7935557510370408,0.4065040650406504
1980-12-01,0.7895119857152139,0.6004922694555187,0.6132400642717244,0.7887937412608741,0.38211382113821135
1981-01-01,0.7362304724969155,0.5926532755057907,0.5838558872653424,0.7805373032917186,0.4065040650406504
1981-02-01,0.6696245778571246,0.4140739704509718,0.568614898066449,0.7801788588982996,0.39837398373983746
1981-03-01,0.7087282194566292,0.43343148733812475,0.5036571495723853,0.780725558499713,0.39837398373983746
1981-04-01,0.7694218927097219,0.45247749863953585,0.46545469152251595,0.7919835421114667,0.38211382113821135
1981-05-01,0.8010359006020087,0.5656602633920753,0.5198456243175938,0.7778809580889677,0.4065040650406504
1981-06-01,0.758272019519172,0.5880198772315395,0.5883505746306378,0.791953391824533,0.4065040650406504
1981-07-01,0.7602762670655911,0.6105881990589108,0.6954068443392486,0.7923485942585154,0.38211382113821135
1981-08-01,0.723155222064522,0.4905228268204303,0.5955720716693932,0.7803671923037676,0.39837398373983746
1981-09-01,0.7139001988657887,0.4885445060819993,0.6709373649592267,0.7822782283524541,0.41463414634146334
1981-10-01,0.7379960645965502,0.48658114829683397,0.48726368080454635,0.7821230935661582,0.4390243902439025
1981-11-01,0.7172631549701564,0.4366408243528316,0.532119801969339,0.7740751814930312,0.4715447154471545
1981-12-01,0.7321855019920622,0.447500439035005,0.47915961240713345,0.7727014831624586,0.4878048780487805
1982-01-01,0.7842886759136279,0.4582105025650953,0.46922403829972337,0.7722228437041883,0.4959349593495934
1982-02-01,0.7969735707638848,0.5826745202181308,0.4863214636349758,0.7950469521319911,0.5203252032520326
1982-03-01,0.7599197124481631,0.5806766152007881,0.41714623176432875,0.7849351330851275,0.5284552845528455
1982-04-01,0.7724777426352061,0.5786976419561857,0.5282397816250879,0.7877231860708847,0.5528455284552846
1982-05-01,0.7474247719988096,0.512386091074463,0.743542350667935,0.7904412907033981,0.5609756097560976
1982-06-01,0.7426202938052783,0.5018357403537413,0.8044957331420606,0.7775914072423659,0.5772357723577235
1982-07-01,0.7224897931799232,0.4918635733075682,0.6267568414191131,0.7722515602431215,0.5934959349593496
1982-08-01,0.6806468165726464,0.4977220592330159,0.5240351520596455,0.7784436085594487,0.5934959349593496
1982-09-01,0.7713566255913934,0.49203471317003045,0.4456839905175559,0.7807505969487537,0.6178861788617885
1982-10-01,0.7486010573668924,0.4864345067733158,0.5939383375593968,0.7712743782957876,0.6422764227642277
1982-11-01,0.7505943551932818,0.5321300635082614,0.4363981913408213,0.7765576654899495,0.6747967479674797
1982-12-01,0.7528684849350735,0.5221967447167538,0.3790716101764735,0.7823454783036493,0.6747967479674797
1983-01-01,0.7530504971288866,0.5123943795679369,0.5492506227438545,0.7941929313727637,0.6422764227642277
1983-02-01,0.7455068476893328,0.5660227766936293,0.5170875794350421,0.7750551942885543,0.6422764227642277
1983-03-01,0.7603570570469556,0.5564394828027368,0.5266786277498762,0.7848661279359913,0.6341463414634146
1983-04-01,0.7574983670801967,0.5470020258818244,0.7188038811838335,0.7981679183723667,0.6260162601626016
1983-05-01,0.7410442691137753,0.5288361954859699,0.6124045535084979,0.7832653437491945,0.6178861788617885
1983-06-01,0.7520604206100271,0.5234243609409144,0.5105126587553453,0.7876083650833227,0.6178861788617885
1983-07-01,0.7623462859350407,0.5186293289329701,0.5821274844699511,0.7916659277623869,0.5609756097560976
1983-08-01,0.7424023220138551,0.5195932720210161,0.5318406392486993,0.7403099546191879,0.5691056910569106
1983-09-01,0.7436676954460455,0.5208177028674777,0.5117304505809738,0.8316291813651304,0.5447154471544715
1983-10-01,0.7512159216022137,0.5220219552546145,0.5656298120753263,0.7774791104598963,0.5121951219512195
1983-11-01,0.7445717187431418,0.5308422099982412,0.5497541571138488,0.7800398993182855,0.4878048780487805
1983-12-01,0.7479055869281062,0.5358643058132312,0.542687397239324,0.7814933475886914,0.4715447154471545
1984-01-01,0.7506352758501182,0.5408104713001197,0.6589730370118014,0.7877268622891056,0.44715447154471544
1984-02-01,0.7430506370243517,0.5330505900731963,0.5947303228850424,0.789946460137545,0.43089430894308944
1984-03-01,0.7541712580523404,0.5388020916893532,0.5448528796986903,0.7749738461402929,0.43089430894308944
1984-04-01,0.7640201890412761,0.5444849207508135,0.5709034325832473,0.7942662063979952,0.4227642276422764
1984-05-01,0.7474070674516337,0.49152277990299376,0.5089437230088069,0.7782456750314706,0.39837398373983746
1984-06-01,0.7642113296817734,0.49655813694207107,0.49108454122308925,0.783800949689164,0.38211382113821135
1984-07-01,0.7590288772968241,0.5020299957670432,0.583371610314034,0.7837882316339331,0.4065040650406504
1984-08-01,0.7539903804235024,0.5029242408471872,0.5523659638067299,0.7769255553278626,0.4065040650406504
1984-09-01,0.7446582431831972,0.508311142860573,0.5367321580189577,0.7860479191364634,0.3902439024390244
1984-10-01,0.7186376914412246,0.5136221880596601,0.587789804149118,0.7835685862425267,0.39837398373983746
1984-11-01,0.7416400805720692,0.5337687607680989,0.5372419251325754,0.7858498713899718,0.38211382113821135
1984-12-01,0.7188294976616758,0.5325163022545335,0.5262125159437789,0.7746563518170283,0.3902439024390244
1985-01-01,0.7617355358819765,0.5312770331523595,0.5134567271234087,0.7843590861061018,0.3902439024390244
1985-02-01,0.7630971269531309,0.5126520118341056,0.6443973132219574,0.7779127155101262,0.38211382113821135
1985-03-01,0.7617397085141124,0.5143320244752596,0.6301537464594278,0.787651755432142,0.38211382113821135
1985-04-01,0.7507238931734688,0.5160037205873639,0.5317289473251527,0.791566828100414,0.3902439024390244
1985-05-01,0.7404194260646534,0.5365324760333066,0.5290195042524823,0.7841042218597175,0.38211382113821135
1985-06-01,0.7238127535358001,0.539011069875729,0.531691816678313,0.7774976142255716,0.39837398373983746
1985-07-01,0.7659118426481539,0.5419811388568168,0.514597976764663,0.7833893641655938,0.39837398373983746
1985-08-01,0.7410245930959668,0.5093297683765435,0.517882017688323,0.7797251304261443,0.3739837398373983
1985-09-01,0.7545033914803279,0.513098004814135,0.5303837542134276,0.7854292683871945,0.3739837398373983
1985-10-01,0.7610097450317082,0.5168316815271808,0.6327127996819375,0.7839519456634841,0.3739837398373983
1985-11-01,0.7607990190218081,0.5229284435144881,0.6793109059840953,0.7833842490024457,0.36585365853658536
1985-12-01,0.7606867231898432,0.5270974167940722,0.6663734168301761,0.7833127610393373,0.36585365853658536
1986-01-01,0.7513155942611697,0.5312130752509366,0.621370625879778,0.7817385748120158,0.3414634146341463
1986-02-01,0.7415954608797395,0.5043933722981123,0.443931967282002,0.7821242908498687,0.38211382113821135
1986-03-01,0.7397603583503739,0.5061753689307781,0.33613670295944564,0.7776120783064095,0.38211382113821135
1986-04-01,0.7410024430717913,0.5079490103979872,0.3901972778448866,0.7947292916781538,0.3739837398373983
1986-05-01,0.7488449130397293,0.5226034184407461,0.611242943056047,0.7788094488874793,0.38211382113821135
1986-06-01,0.7497232169205366,0.5232652206759741,0.6258681970650583,0.7668057955766199,0.38211382113821135
1986-07-01,0.7387300838049885,0.5244359828100952,0.5535544704256323,0.7931609641833384,0.36585365853658536
1986-08-01,0.7254128811785632,0.5175118818321985,0.5390807974386078,0.7770302108607363,0.3577235772357724
1986-09-01,0.7417248171170091,0.5133629716374676,0.5979412793400087,0.7937227573644879,0.36585365853658536
1986-10-01,0.7557230725843711,0.5092444802935421,0.5328513631979821,0.7828971893024266,0.36585365853658536
1986-11-01,0.7657134219618015,0.5187762549346273,0.5317441215465014,0.7801181290453532,0.3577235772357724
1986-12-01,0.7930249010487327,0.5179825973139521,0.5809529314360037,0.7815694784183032,0.33333333333333326
1987-01-01,0.7296518901788194,0.5171906970178044,0.6225984389624546,0.7797109842063273,0.33333333333333326
1987-02-01,0.7287278335735645,0.5423553248750067,0.5566768186880567,0.7844998969972651,0.33333333333333326
1987-03-01,0.7462059322985055,0.5355761124989447,0.566739855023234,0.7820812844850706,0.33333333333333326
